,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
121107,gdb_121108,CCCC1CCC(C)C1,4.44681,0.67816,0.62156,0.1564,96.75,-0.2924,0.0814,0.3738,1954.7755,0.253012,-353.590441,-353.579875,-353.578931,-353.626551,39.595
102966,gdb_102967,CCC(NCC=O)C=O,2.50052,0.78159,0.61564,1.2286,77.49,-0.2407,-0.0382,0.2025,1757.3999,0.166802,-440.287361,-440.276469,-440.275524,-440.325482,36.816
61997,gdb_61998,CC(OCC(C)=O)C#N,3.6189,0.81873,0.79814,2.0469,73.22,-0.2526,-0.033,0.2196,1473.7466,0.143698,-439.102372,-439.091964,-439.09102,-439.139515,35.544
120770,gdb_120771,COCC1OC1C1CC1,4.0136,0.72271,0.66286,2.6126,81.18,-0.2525,0.0844,0.3369,1763.2339,0.180518,-424.17503,-424.165194,-424.16425,-424.211139,35.0
121436,gdb_121437,CCCN=C(C#N)OC,2.30298,0.9392,0.69963,3.345,81.6,-0.2758,-0.0474,0.2284,1638.6443,0.157329,-419.221238,-419.210799,-419.209855,-419.257838,35.732
26446,gdb_26447,CC(C=O)C1=COC=C1,3.12483,1.12962,0.8987,2.1059,74.87,-0.2312,-0.0259,0.2052,1270.2714,0.135257,-421.863206,-421.854641,-421.853697,-421.897738,30.803
6452,gdb_6453,CC1CC(C)(C1)C=O,4.18499,1.26807,1.16822,2.8647,75.85,-0.2444,-0.0162,0.2282,1115.5915,0.174985,-349.016177,-349.007211,-349.006267,-349.049661,33.052
6471,gdb_6472,CC1CC(O)(CO)C1,3.23226,1.48368,1.26779,2.4545,70.54,-0.2551,0.0639,0.319,1050.3489,0.175639,-386.13046,-386.12151,-386.120566,-386.163569,33.966
70838,gdb_70839,OC12CC3(O)C1COC23,2.50285,1.93339,1.41898,2.3103,67.25,-0.2202,0.0663,0.2865,936.4972,0.135807,-458.912017,-458.904344,-458.9034,-458.943646,30.42
87265,gdb_87266,OC1CC1(O)COC=N,3.58236,1.04923,0.93399,3.9999,69.8,-0.2345,0.0024,0.2369,1264.5203,0.146294,-476.200494,-476.191523,-476.190578,-476.234326,33.816
85906,gdb_85907,CC1CC(C)(O)C2NC12,2.64322,1.36767,1.20174,1.9655,81.32,-0.2325,0.0742,0.3067,1170.7856,0.194266,-404.342693,-404.333582,-404.332638,-404.37567,36.254
125627,gdb_125628,Cc1c(=O)cc([nH]n1)N,3.21537,1.37199,0.9686,5.9187,77.21,-0.2155,-0.0239,0.1916,1167.1628,0.125559,-434.107592,-434.099193,-434.098249,-434.140315,31.749
94315,gdb_94316,CC1CCC11CC1(C)C,2.40749,1.34251,1.05519,0.1382,93.44,-0.2444,0.0814,0.3257,1306.5205,0.227576,-352.347692,-352.337491,-352.336547,-352.382187,39.455
25338,gdb_25339,N=C1NC=NC(C=O)=N1,3.22757,1.37055,0.96203,4.7042,69.9,-0.2491,-0.1017,0.1474,1115.2092,0.091274,-448.9692,-448.961903,-448.960958,-449.001668,26.184
73352,gdb_73353,OC12CCN3C(C=C1)C23,2.56911,2.02161,1.65873,2.3876,74.24,-0.2207,-0.0031,0.2177,891.7027,0.149695,-401.927046,-401.920084,-401.919139,-401.95786,29.11
119704,gdb_119705,CCCC12CCC1C2O,3.02519,0.9456,0.85721,1.2174,86.41,-0.2377,0.0776,0.3153,1500.4957,0.205191,-388.266509,-388.256713,-388.255769,-388.301377,36.937
8370,gdb_8371,CC1CC11CC(=O)N1,5.02634,1.29784,1.19581,3.8489,70.18,-0.2365,0.0377,0.2742,1039.0435,0.141377,-363.872183,-363.864218,-363.863274,-363.904564,29.828
7889,gdb_7890,CC1N=C(C)NC1=O,3.49866,1.81481,1.27942,2.978,66.76,-0.2407,-0.008,0.2327,953.2011,0.130729,-379.990467,-379.982543,-379.981598,-380.022653,28.895
24292,gdb_24293,C1C2CN3C=CC=C3C12,3.90217,1.58795,1.2383,2.1721,82.57,-0.1887,0.0441,0.2329,1008.337,0.151909,-364.844634,-364.838025,-364.83708,-364.875432,27.456
124691,gdb_124692,CC(CO)C1=NC=NN1,3.86174,1.00149,0.84477,2.1744,72.96,-0.255,0.0113,0.2663,1341.2204,0.149483,-435.292089,-435.283314,-435.28237,-435.326471,31.789
3276,gdb_3277,O=C1CC2CCC12,5.16742,2.51051,2.01118,2.8976,60.63,-0.2371,-0.019,0.2181,666.417,0.125672,-308.51084,-308.504739,-308.503795,-308.5411,23.079
59030,gdb_59031,CC(O)C1=NCC2CN12,3.15195,1.35715,1.04528,3.2487,76.11,-0.2503,-0.0012,0.2491,1166.2752,0.159956,-419.195523,-419.187084,-419.18614,-419.228657,32.153
86306,gdb_86307,CC1CN(C)C11COC1,1.96236,1.72017,1.13589,1.9354,82.22,-0.2126,0.0728,0.2854,1185.4981,0.19349,-404.303025,-404.293718,-404.292774,-404.337162,34.887
77042,gdb_77043,CC1C(CC#C)OC1=N,3.20447,1.03148,0.84163,2.4063,79.56,-0.2601,0.0245,0.2846,1368.8799,0.145804,-401.919158,-401.90985,-401.908906,-401.953772,33.966
58065,gdb_58066,CC(C)C(C#N)(C#N)N,1.82779,1.47122,1.27711,3.8799,76.35,-0.2933,-0.017,0.2763,1143.8904,0.145805,-398.146858,-398.136619,-398.135675,-398.181578,36.877
13594,gdb_13595,CCC(=O)C1CC1O,4.4261,1.24039,1.11423,3.1413,69.83,-0.2407,-0.0202,0.2205,1125.3475,0.152152,-384.953105,-384.944535,-384.943591,-384.986591,31.45
97924,gdb_97925,CCC#CCC1(CC1)C,3.66259,0.65396,0.62909,0.1814,95.38,-0.2403,0.0574,0.2977,1945.7204,0.203715,-351.129639,-351.118805,-351.117861,-351.168188,39.124
112290,gdb_112291,CCC1CC(=O)N2CC12,3.07994,1.18383,0.94359,4.2437,78.54,-0.2476,-0.007,0.2406,1283.6123,0.171444,-403.163749,-403.155181,-403.154237,-403.197363,32.478
17675,gdb_17676,CC1CC1(O)C1CO1,4.24589,1.36881,1.32837,1.2603,68.71,-0.2428,0.0811,0.3239,1013.9272,0.152358,-384.904062,-384.895821,-384.894877,-384.936453,31.111
69133,gdb_69134,CC12CC1C(=O)C1CC21,2.54966,1.64733,1.28519,3.4237,79.11,-0.2303,-0.0164,0.2138,1052.5932,0.160048,-385.894319,-385.886571,-385.885627,-385.926202,31.247
14449,gdb_14450,OC12CC3C1C=CC23,3.46201,2.48975,2.04602,1.3924,68.54,-0.2168,0.0103,0.2271,724.9686,0.131706,-346.548391,-346.542255,-346.541311,-346.578123,25.605
72812,gdb_72813,CC12CCC1C(=O)NC2,2.65079,1.56953,1.24743,3.7819,78.39,-0.234,0.0335,0.2675,1078.6002,0.17284,-403.193807,-403.185602,-403.184658,-403.226411,32.109
96140,gdb_96141,CC1OCCC2CC1O2,2.52975,1.72643,1.29508,2.2126,77.92,-0.2407,0.0787,0.3193,1064.262,0.184467,-424.216453,-424.20863,-424.207685,-424.248358,31.647
42279,gdb_42280,N=C(C#N)N1CC=CC1,3.32595,1.276,0.93291,6.0133,77.42,-0.2403,-0.0351,0.2052,1186.0479,0.125649,-396.944647,-396.936505,-396.935561,-396.978053,29.454
18441,gdb_18442,OC1CC2C(C#N)C12,2.96934,2.21548,1.66648,4.2578,64.45,-0.2712,0.0181,0.2893,802.1006,0.119949,-362.645002,-362.63808,-362.637136,-362.675983,26.578
36997,gdb_36998,C1=C2C3C4C3C2N2C1C42,3.37248,2.46411,2.15589,1.9145,75.71,-0.208,-0.0351,0.1729,721.6077,0.127427,-363.503502,-363.498308,-363.497363,-363.532525,23.757
93368,gdb_93369,CC1COC(=O)C2NC12,2.71537,1.60186,1.22229,4.9763,71.41,-0.2515,-0.0023,0.2492,1048.7843,0.149353,-439.097205,-439.08931,-439.088366,-439.129774,30.232
69537,gdb_69538,CC12NC1C1(O)CC2C1,3.04128,1.52409,1.37398,1.5769,77.99,-0.2193,0.0774,0.2966,1029.4438,0.172162,-403.100389,-403.092651,-403.091707,-403.131845,32.371
48862,gdb_48863,O=CC12CC3C(C1)C3O2,3.73698,1.43889,1.41987,2.7261,70.43,-0.246,-0.0315,0.2145,958.7973,0.137059,-421.831732,-421.824718,-421.823774,-421.864547,27.48
110880,gdb_110881,CCN1C2CC(O)CC12,2.33926,1.39387,1.18419,2.1326,81.74,-0.2144,0.0699,0.2843,1189.3409,0.1951,-404.327835,-404.318835,-404.317891,-404.361551,34.749
128659,gdb_128660,Cc1c(nn(n1)C)OC,2.31107,1.49632,0.92409,1.0882,77.29,-0.2148,0.0107,0.2255,1271.8143,0.147122,-435.274613,-435.264895,-435.263951,-435.3105,32.919
17446,gdb_17447,CC1C2C3CC3(C)N12,3.31675,2.1883,1.68815,1.6089,75.13,-0.2213,0.089,0.3102,853.7295,0.165531,-327.868929,-327.861374,-327.86043,-327.900082,29.938
109868,gdb_109869,CCC1C(O)C2NC12C,2.31945,1.43037,1.04681,2.8505,81.98,-0.2316,0.0705,0.302,1248.2982,0.193806,-404.315745,-404.306254,-404.30531,-404.349672,36.447
50837,gdb_50838,O=CNC(=O)C1CCO1,3.8201,0.99628,0.85981,5.3666,67.44,-0.2466,-0.0348,0.2118,1315.4691,0.123971,-475.048814,-475.040187,-475.039243,-475.08358,29.678
61769,gdb_61770,CC(CC=O)C(C)C#C,2.46028,0.96084,0.72683,2.724,85.78,-0.2482,-0.0197,0.2285,1560.885,0.178221,-387.074009,-387.063116,-387.062172,-387.110704,38.926
37460,gdb_37461,C1CC2C3NC3C3C1N23,2.74752,2.10362,1.78611,1.9173,75.98,-0.2155,0.0663,0.2818,865.3199,0.164488,-382.026872,-382.020712,-382.019767,-382.056997,26.821
79761,gdb_79762,CC1C2C3OC4C(C23)C14,2.73756,1.96578,1.83156,1.3247,75.67,-0.2174,0.0827,0.3001,881.1251,0.162441,-385.880056,-385.87355,-385.872606,-385.910552,27.834
101303,gdb_101304,CCC(C)N1CC1C=O,2.92548,0.98343,0.81297,2.9525,85.31,-0.2381,-0.0284,0.2097,1475.7751,0.191553,-404.332978,-404.322711,-404.321767,-404.368465,37.431
98509,gdb_98510,OCC(=O)C1(CO1)C#N,2.88015,1.20491,0.93178,3.669,63.65,-0.2882,-0.0663,0.2218,1197.0698,0.097991,-473.808149,-473.799315,-473.798371,-473.842314,30.901
813,gdb_814,C1C=CCC1=NO,6.54536,2.01636,1.5711,0.6622,61.44,-0.2347,0.011,0.2457,750.3356,0.113734,-324.550139,-324.543733,-324.542789,-324.580435,24.048
115824,gdb_115825,COC1CC2(CO2)CO1,3.52613,1.13078,1.06483,1.6653,71.66,-0.2615,0.0765,0.338,1214.4696,0.158553,-460.140236,-460.131557,-460.130613,-460.174386,31.848
58966,gdb_58967,CC(O)C12COC1CN2,2.66639,1.39478,1.18774,2.0366,74.18,-0.2241,0.0518,0.2759,1131.8942,0.170354,-440.23183,-440.222846,-440.221902,-440.265512,33.929
2841,gdb_2842,OCC1NC1C#N,5.19913,1.72171,1.44658,4.2226,54.85,-0.2722,0.008,0.2802,809.1143,0.102319,-340.61,-340.602997,-340.602053,-340.641454,24.534
92958,gdb_92959,OC1CC=CC11CCC1,2.74302,1.44978,1.20091,1.3855,83.75,-0.2405,0.0182,0.2587,1128.3579,0.183725,-387.088966,-387.080636,-387.079692,-387.121787,33.056
38216,gdb_38217,C1N2CC11OC=NC1C2,3.45194,1.84792,1.51921,0.9939,70.51,-0.2434,0.006,0.2494,878.0598,0.140317,-417.959206,-417.953211,-417.952267,-417.989274,25.459
53780,gdb_53781,C#CC(=O)C(=O)C(=N)N,2.64264,1.16006,1.0938,4.5499,68.68,-0.251,-0.075,0.176,1156.1026,0.085897,-452.726508,-452.717013,-452.716069,-452.761915,32.697
110528,gdb_110529,CCC1C2C3OC1C23O,3.67299,1.14037,1.08185,0.8279,74.56,-0.2283,0.0667,0.295,1201.9071,0.158504,-422.952465,-422.944206,-422.943262,-422.985329,32.15
123543,gdb_123544,C1C2CC1C1=C2ON=C1,4.13104,1.56854,1.37425,3.8685,74.33,-0.2237,-0.0038,0.2199,933.6964,0.128071,-400.691298,-400.685336,-400.684391,-400.72162,24.711
37857,gdb_37858,C1C2C3CC4C1C4CC23,2.36436,2.02425,2.02362,0.0007,83.6,-0.2375,0.0798,0.3173,898.6983,0.188796,-349.970721,-349.964428,-349.963484,-350.000836,27.912
43376,gdb_43377,C#CCN1CC=CC1=O,2.98635,1.25484,0.98001,3.9079,76.95,-0.2461,-0.0311,0.2151,1188.8393,0.124108,-400.756373,-400.748073,-400.747129,-400.790062,30.453
53844,gdb_53845,[O-]C(=O)C(=[NH2+])NC1CC1,3.76529,0.9594,0.8039,9.1244,71.28,-0.2288,-0.0335,0.1953,1391.4125,0.136082,-455.172789,-455.16396,-455.163016,-455.207165,32.198
103319,gdb_103320,COC1(C)C2NC1C2=O,3.15632,1.42795,1.12999,1.7377,73.41,-0.2425,-0.0016,0.2409,1093.3515,0.145905,-439.009618,-439.000947,-439.000003,-439.043129,32.621
122324,gdb_122325,CCCOC1=NCCN1,5.6743,0.70639,0.64272,1.563,81.52,-0.2121,0.0645,0.2766,1799.4807,0.183929,-420.431358,-420.421846,-420.420902,-420.466766,34.058
96980,gdb_96981,CN=C1OC2CC2C1C,2.6092,1.49354,1.07878,2.3448,81.36,-0.2383,0.0279,0.2662,1181.2005,0.170915,-403.154814,-403.145954,-403.14501,-403.188626,33.136
96289,gdb_96290,CC1COCOC(=N)O1,2.0757,1.94301,1.15781,2.4416,69.16,-0.2646,0.0306,0.2952,1073.8276,0.148439,-476.225299,-476.217008,-476.216064,-476.258585,31.034
60850,gdb_60851,CC1OC1(C)C(O)C=O,2.99807,1.09862,0.98974,2.9894,72.49,-0.258,-0.038,0.22,1279.1486,0.154991,-460.15677,-460.14668,-460.145736,-460.192083,36.169
106050,gdb_106051,COC12C3CC(C13)C2O,2.60731,1.64935,1.30968,1.2561,74.98,-0.2348,0.0741,0.3089,1039.4333,0.158758,-422.958136,-422.949799,-422.948855,-422.990894,32.115
68803,gdb_68804,CC12CC1(O)C(N2)C#N,2.91876,1.2962,1.0851,4.2253,73.87,-0.2356,0.0148,0.2504,1142.7024,0.135083,-417.970828,-417.962089,-417.961145,-418.003995,32.862
5346,gdb_5347,c1ccc(cc1)C#N,5.67925,1.54914,1.21714,4.5511,74.09,-0.2674,-0.0519,0.2156,914.1929,0.099,-324.413217,-324.407127,-324.406183,-324.443468,23.188
28410,gdb_28411,OC1=NC=C(O)C(=N)O1,3.26131,1.45811,1.00761,3.0038,66.7,-0.2125,-0.0352,0.1774,1067.1298,0.090121,-489.919514,-489.912162,-489.911218,-489.951326,28.068
67254,gdb_67255,OC12C3NC1C1(CO1)C23,3.13874,1.57737,1.31387,2.1576,68.34,-0.2227,0.0684,0.291,974.423,0.124466,-437.772518,-437.765446,-437.764501,-437.803759,28.529
36696,gdb_36697,N#CCNC1CC2CC12,4.91746,0.76875,0.73078,4.5213,80.41,-0.2392,0.0245,0.2638,1550.0388,0.160367,-382.037759,-382.029221,-382.028277,-382.071842,31.794
309,gdb_310,C1C(CC1=O)O,9.88123,2.46668,2.12799,3.0457,46.78,-0.242,-0.0206,0.2214,568.1088,0.095023,-306.369631,-306.363717,-306.362773,-306.399081,21.395
34745,gdb_34746,N#CC1C2C3CCC1C23,2.86124,1.64523,1.46398,4.1742,77.79,-0.2747,0.028,0.3027,961.7945,0.150977,-364.813371,-364.806424,-364.80548,-364.844676,28.025
42644,gdb_42645,O=C1C2C3CN1C23C#C,3.25312,1.46178,1.25662,4.0893,74.52,-0.2539,-0.0128,0.2411,993.1578,0.10044,-399.461344,-399.454259,-399.453315,-399.492947,27.602
31175,gdb_31176,CCc1c(nco1)C=O,2.47574,1.33865,0.91803,5.075,74.57,-0.2519,-0.0502,0.2017,1243.2177,0.124132,-437.935128,-437.926749,-437.925805,-437.969031,29.608
16141,gdb_16142,O=CC12CC1COC2,3.98149,1.7417,1.45678,2.9263,65.7,-0.2507,-0.0238,0.2269,871.79,0.131299,-383.743987,-383.737067,-383.736123,-383.775136,26.11
81225,gdb_81226,CN1C2CC11COC1C2,2.4463,1.9514,1.72333,1.3086,78.69,-0.2166,0.0766,0.2932,927.2358,0.172692,-403.062593,-403.055327,-403.054383,-403.093736,30.217
101816,gdb_101817,CCC(C)CCC(C)O,3.79768,0.56939,0.55551,1.4177,93.73,-0.2612,0.0738,0.335,2194.9713,0.249359,-390.707909,-390.695741,-390.694797,-390.746212,44.047
125366,gdb_125367,Cc1c[nH]c2n1cnn2,3.33871,1.74435,1.15398,6.346,72.59,-0.2081,0.0103,0.2184,995.6512,0.115375,-413.016757,-413.009521,-413.008577,-413.048272,27.46
78773,gdb_78774,CC1(C)C2C3C2C1C3O,3.07463,1.3899,1.26396,1.7821,81.28,-0.2418,0.0811,0.3229,1105.2177,0.182032,-387.039844,-387.031422,-387.030478,-387.07196,34.393
115476,gdb_115477,CCC1=CC(OC)OC1,4.84496,0.83235,0.76603,1.3219,82.7,-0.2459,0.0147,0.2605,1574.7014,0.181394,-424.232471,-424.222674,-424.22173,-424.267964,34.961
118188,gdb_118189,CCCC([NH3+])CC([O-])=O,4.19431,0.64915,0.58648,6.6221,79.72,-0.2445,0.0327,0.2772,1912.7276,0.193833,-441.533752,-441.523393,-441.522448,-441.569894,37.517
35638,gdb_35639,N#CC1CC=CC=CC1,2.12331,1.60413,1.38326,3.995,83.53,-0.227,-0.0372,0.1897,1054.8678,0.149963,-364.841664,-364.833576,-364.832632,-364.875101,30.423
108044,gdb_108045,CCC12CC3OC(C1)C23,3.61671,1.30841,1.19153,1.8403,81.37,-0.235,0.0749,0.3099,1131.314,0.183291,-387.048833,-387.040969,-387.040025,-387.081085,31.623
132677,gdb_132678,c1cc(nc(c1F)F)F,3.14944,1.34578,0.94288,2.9602,56.28,-0.2577,-0.0445,0.2132,1055.8218,0.064725,-545.957395,-545.950868,-545.949923,-545.988652,24.583
127638,gdb_127639,CN1N=CC=C(O)C1=N,2.50678,1.84008,1.06817,3.5506,77.9,-0.1973,-0.0359,0.1613,1069.2088,0.126089,-434.082189,-434.074295,-434.073351,-434.114432,30.224
40065,gdb_40066,C1OC11CC2OCC1O2,3.38245,1.5404,1.44816,1.9038,66.15,-0.2616,0.0762,0.3377,944.4476,0.137732,-458.942395,-458.935691,-458.934747,-458.973464,27.019
39076,gdb_39077,C1C2OC=NCC=CC12,2.62106,1.81795,1.23264,2.1884,77.69,-0.2313,0.0028,0.2341,1019.319,0.149528,-401.923972,-401.916559,-401.915614,-401.955608,29.461
110822,gdb_110823,CC1(C)CC2C(CO)C12,3.19182,1.06091,0.95924,1.7963,85.66,-0.2462,0.0782,0.3245,1350.9474,0.204886,-388.25857,-388.248871,-388.247927,-388.292666,37.573
26235,gdb_26236,CC(O)C1=CN=C(C)N1,3.78797,1.03208,0.8411,2.1593,79.36,-0.2121,0.027,0.2391,1387.7895,0.15953,-419.258963,-419.249564,-419.24862,-419.293684,34.286
12043,gdb_12044,OC1(CC2CC12)C#N,3.95608,1.73023,1.54713,3.2632,65.11,-0.2799,0.0139,0.2938,849.396,0.118801,-362.640116,-362.632902,-362.631958,-362.671326,27.532
132651,gdb_132652,c1c(c(cnc1N)O)F,3.19848,1.34848,0.94939,2.2793,69.37,-0.2025,-0.0147,0.1878,1128.4808,0.101793,-478.031174,-478.023621,-478.022677,-478.062897,29.463
63703,gdb_63704,CC1(O)CC2(O)COC12,2.55559,1.56713,1.21126,1.3474,70.9,-0.2375,0.0603,0.2978,1076.4483,0.15707,-460.126187,-460.117321,-460.116377,-460.159305,34.523
47780,gdb_47781,O=C1OCCCC1C#C,2.09993,1.71172,1.19001,4.3788,73.91,-0.2565,-0.0007,0.2558,1080.1337,0.136295,-421.832767,-421.824488,-421.823544,-421.865952,30.981
39508,gdb_39509,C1CCC2OC2COC1,2.31495,1.7107,1.17737,2.7008,77.76,-0.2449,0.0781,0.323,1106.4411,0.184837,-424.207594,-424.199667,-424.198723,-424.239836,31.622
85291,gdb_85292,CC1OC(=O)C2NC12C,2.52453,1.60058,1.18902,5.3696,72.04,-0.2465,0.0041,0.2505,1082.1686,0.147632,-439.113205,-439.104863,-439.103919,-439.145846,31.789
74915,gdb_74916,CC1=NC2CC3C(O1)C23,3.5612,1.60025,1.35305,1.6556,75.32,-0.2388,0.0253,0.2641,989.4535,0.14979,-401.938937,-401.931831,-401.930886,-401.97027,28.547
100964,gdb_100965,CCC(C)C1(C)CC1C,2.19165,1.042,0.96928,0.0553,96.08,-0.2539,0.0817,0.3356,1500.8924,0.250053,-353.560648,-353.549199,-353.548255,-353.59675,43.126
71694,gdb_71695,CC12C3CC4(O)C(C14)N23,3.65835,1.51623,1.38158,2.7341,73.97,-0.2168,0.0645,0.2813,985.9142,0.14801,-401.890486,-401.883119,-401.882175,-401.921652,30.294
106227,gdb_106228,CC1N2CC=CC12CO,2.55941,1.47979,1.22954,2.2094,79.51,-0.2191,0.0097,0.2288,1114.225,0.171138,-403.126286,-403.117597,-403.116653,-403.159587,33.484
70847,gdb_70848,CC12OC3(C)C4C1N4C23,2.95553,1.90683,1.45923,0.5561,73.79,-0.241,0.0693,0.3103,947.1064,0.146901,-401.869117,-401.861685,-401.860741,-401.900439,30.038
124576,gdb_124577,CC(C)Cn1ccnn1,4.03991,0.95281,0.88909,4.4531,80.74,-0.2539,0.0028,0.2567,1388.1241,0.171632,-399.339655,-399.330614,-399.329669,-399.37438,33.001
12412,gdb_12413,CC1CCOCC1C,2.75739,1.93354,1.3992,1.295,77.51,-0.2429,0.0801,0.3231,996.9684,0.201893,-350.223865,-350.215588,-350.214644,-350.255905,32.445
84042,gdb_84043,OC1C2COCOCC12,2.70298,1.46769,1.19396,2.6346,70.64,-0.2476,0.0632,0.3108,1081.0812,0.161563,-460.133229,-460.125511,-460.124567,-460.165213,30.691
17574,gdb_17575,OC12CC(C1)C1NC21,3.41278,2.3965,1.92592,1.5959,66.81,-0.2268,0.0769,0.3036,752.0708,0.144602,-363.804608,-363.798468,-363.797524,-363.8343,26.296
122216,gdb_122217,CCCOC1(CC1)CC,2.50786,0.87509,0.73591,0.9347,89.9,-0.2438,0.0847,0.3285,1716.3023,0.226445,-389.482103,-389.470985,-389.470041,-389.51922,40.431
92802,gdb_92803,CC1CC=C2C3OC3C12,2.86062,1.71649,1.35674,1.5184,80.3,-0.2361,0.0048,0.2409,999.6767,0.159988,-385.832516,-385.825056,-385.824111,-385.864127,30.091
79313,gdb_79314,OC1C2C3OC1C23C#C,4.13526,1.23609,1.14672,1.4651,72.86,-0.2387,0.021,0.2597,1062.581,0.111894,-420.522845,-420.515556,-420.514612,-420.554449,29.024
121843,gdb_121844,CCOCC(C)(C)OC,3.7712,0.71692,0.70514,0.2508,86.99,-0.2465,0.0822,0.3288,1798.6677,0.224606,-426.619512,-426.607499,-426.606554,-426.657241,42.579
99234,gdb_99235,CC(=O)COC(=O)NC,3.97675,0.84602,0.83068,2.0839,70.31,-0.2452,-0.0122,0.233,1486.4237,0.144556,-476.283946,-476.273337,-476.272392,-476.321501,35.375
132552,gdb_132553,Cc1cnc(nc1F)O,3.17239,1.4116,0.98284,1.8424,67.15,-0.2519,-0.0366,0.2153,1109.5121,0.101635,-478.051809,-478.044284,-478.04334,-478.084107,27.805
96415,gdb_96416,OC1CCCOC1C#N,2.0265,1.71868,1.221,3.9291,71.29,-0.2698,0.0162,0.2861,1077.0693,0.148874,-439.100442,-439.09207,-439.091125,-439.13326,31.739
133466,gdb_133467,c1cn[nH]c1C(F)(F)F,3.56269,1.20812,1.07019,0.1743,52.88,-0.2686,-0.0105,0.258,1048.8476,0.076271,-563.191956,-563.184803,-563.183859,-563.225053,25.733
125156,gdb_125157,Cc1c(onn1)N=CN,3.42069,1.10482,0.83945,6.4625,79.64,-0.2162,-0.0386,0.1775,1304.2431,0.111362,-450.125881,-450.11672,-450.115776,-450.160787,31.277
99070,gdb_99071,COC(=O)CC(N)C#N,4.33215,0.75302,0.73316,3.3766,70.46,-0.2742,0.0008,0.2751,1562.4917,0.134852,-455.182654,-455.172586,-455.171642,-455.218913,34.261
15451,gdb_15452,O=C1NC=CC1C#C,3.37366,2.01104,1.36789,3.447,65.15,-0.2262,-0.0109,0.2153,856.7659,0.09524,-361.46543,-361.458289,-361.457345,-361.496941,26.627
119387,gdb_119388,OCCC12CC(C1)C2O,3.11839,0.95233,0.84541,2.6721,79.06,-0.2497,0.0729,0.3226,1426.6776,0.182023,-424.168052,-424.158793,-424.157849,-424.202514,34.999
107696,gdb_107697,CC12OC3(CO)C1OC23,3.19804,1.36803,1.13353,1.7625,68.38,-0.2429,0.049,0.292,1100.5108,0.133179,-458.848616,-458.84033,-458.839386,-458.881473,31.443
23503,gdb_23504,ON=C1CC2C3OC2C13,5.06199,1.15482,1.05102,1.5194,72.35,-0.2394,0.0042,0.2436,1108.1504,0.12483,-437.781874,-437.774991,-437.774046,-437.813149,27.731
132066,gdb_132067,c1coc(=O)c(c1F)N,2.39988,1.84611,1.04449,2.9971,66.8,-0.2068,-0.0415,0.1653,1020.3261,0.089309,-497.905903,-497.898548,-497.897603,-497.937605,28.195
112824,gdb_112825,COC1CC(O)C1OC,2.42639,1.26099,1.07113,1.949,76.08,-0.2351,0.0673,0.3024,1261.6509,0.180386,-461.320379,-461.310395,-461.309451,-461.355255,36.245
29909,gdb_29910,Cn1ccc(c1N)C#C,3.35626,1.29778,0.94383,2.936,87.18,-0.181,0.0283,0.2093,1211.4405,0.135942,-380.876604,-380.867479,-380.866535,-380.910115,34.031
98726,gdb_98727,OCC(=O)C1NC1C#C,2.34525,1.21239,0.99424,3.9121,72.32,-0.2602,-0.0367,0.2235,1225.1522,0.121757,-437.828719,-437.819617,-437.818672,-437.863138,33.05
114663,gdb_114664,COC1CC2CC1C2C,3.13325,1.174,1.0561,0.8829,86.1,-0.2434,0.0954,0.3388,1284.9772,0.207052,-388.274493,-388.265746,-388.264802,-388.307608,34.369
133368,gdb_133369,NC1=NNC(=N)C=C1F,3.13764,1.40574,0.97175,3.1817,71.4,-0.1963,-0.0459,0.1504,1109.6747,0.102216,-474.161421,-474.153783,-474.152839,-474.193401,29.577
104196,gdb_104197,CCC1(C)OCC1(C)O,2.37394,1.26649,1.20763,2.2971,81.48,-0.2396,0.0653,0.3049,1234.2514,0.202486,-425.420334,-425.40968,-425.408736,-425.455548,40.025
85733,gdb_85734,OC1CC(C#C)C1C=O,2.00759,1.45697,1.15542,3.4044,74.8,-0.2428,-0.0305,0.2122,1136.0477,0.133542,-421.779264,-421.770222,-421.769278,-421.813534,33.27
3425,gdb_3426,O=C1NCC2CN12,4.85181,3.12954,2.17195,4.8138,53.56,-0.2553,0.0343,0.2896,595.8727,0.104468,-340.650391,-340.644748,-340.643803,-340.679801,21.177
82524,gdb_82525,CC12C(O)C1CC21CO1,2.32144,1.60511,1.35884,1.7997,75.36,-0.2387,0.0705,0.3092,1051.228,0.157642,-422.971703,-422.962985,-422.962041,-423.00466,33.469
116910,gdb_116911,COCC#CC1(C)CO1,4.88079,0.5811,0.54871,2.3343,83.97,-0.249,0.025,0.274,2053.502,0.155504,-422.960176,-422.949728,-422.948784,-422.997676,35.836
116497,gdb_116498,CCC1CCOCCO1,2.8694,1.14281,0.90289,0.6624,82.55,-0.24,0.0851,0.3251,1379.4921,0.206596,-425.427211,-425.417873,-425.416928,-425.461374,35.37
31400,gdb_31401,CCC1=NC(=N)NC=N1,2.93248,1.35552,0.9376,2.2953,78.93,-0.2315,-0.0481,0.1834,1225.8097,0.138378,-414.24615,-414.237999,-414.237054,-414.279349,30.164
